Unnamed: 0.1,Unnamed: 0,index,suid,headline,timestamp_clean,relevant,sentiment_international,sentiment_economy,sentiment_financial_markets,sentiment_consumer,sentiment_housing,sentiment_labor,sentiment_inflation,hawk_dove,relevant_confidence,topic_international_confidence,topic_economy_confidence,topic_financial_markets_confidence,topic_consumer_confidence,topic_housing_confidence,topic_labor_confidence,topic_inflation_confidence,hawk_dove_confidence,_reviewed,speaker_,speaker__confidence,speaker__reasoning,speaker__model,speaker__temp,speaker__config_id
1734.0,1734.0,67.0,O317BVSYF01S,*FISCHER: CHINA MADE PROGRESS DEFINING FX MECHANISM,2016-02-24 03:07:07.049000+00:00,0,,,,,,,,,85.0,90.0,80.0,80.0,85.0,90.0,90.0,90.0,75.0,1,fischer,0.9,"The headline clearly states 'FISCHER:' indicating that Fischer is the speaker, following the common pattern of '[LASTNAME] SAYS...'.",openai/gpt-4o-mini,0.1,
1735.0,1735.0,570.0,O30UZ06S972E,"*FISCHER: CLOSELY MONITORING GLOBAL ECONOMIC, MKT DEVELOPMENTS",2016-02-24 01:30:00.002000+00:00,1,1.0,,1.0,,,,,0.0,95.0,90.0,85.0,90.0,85.0,85.0,85.0,85.0,85.0,1,fischer,0.9,"The speaker is identified as 'FISCHER', which fits the 'Simple Format' pattern where the lastname is directly provided. The headline does not indicate multiple speakers or an unclear reference, making 'fischer' the primary speaker.",openai/gpt-4o-mini,0.1,
1736.0,1736.0,33.0,O30UZ06S972H,*FISCHER: CHEAPER OIL SUGGESTS INFLATION TO STAY LOW FOR LONGER,2016-02-24 01:30:00.006000+00:00,1,,-1.0,,1.0,,,2.0,-1.0,90.0,100.0,78.0,100.0,75.0,100.0,100.0,85.0,80.0,1,fischer,0.9,"The headline starts with 'FISCHER', indicating that he is the primary speaker being quoted. This follows the simple format where the speaker's lastname is directly mentioned at the beginning.",openai/gpt-4o-mini,0.1,
1738.0,1738.0,1058.0,O33UZWSYF01V,*BULLARD: U.S. LIKELY TO HAVE BETTER GDP IN 2016 THAN 2015,2016-02-25 13:33:32.869000+00:00,1,,2.0,,,,,,1.0,95.0,100.0,96.0,90.0,90.0,100.0,100.0,100.0,88.0,1,bullard,0.95,"The headline begins with 'BULLARD', indicating that he is the speaker. This follows the 'Simple Format' pattern where the last name is directly mentioned followed by a statement.",openai/gpt-4o-mini,0.1,
1739.0,1739.0,,O33UHJ6JTSEQ,*LOCKHART: FED REMAINS ''CONCERNED'' CRE MKT COULD OVERHEAT,2016-02-25 13:22:31.757000+00:00,1,,,-1.0,,,,,1.0,90.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0,75.0,1,lockhart,0.95,"The headline starts with 'LOCKHART', indicating that he is the primary speaker being quoted directly. This follows the 'Simple Format' pattern where the lastname is directly mentioned at the beginning.",openai/gpt-4o-mini,0.1,
1740.0,1740.0,,O33SKKSYF01T,*BULLARD: NOT MUCH CHANGES RIGHT AWAY IF U.K. VOTES FOR BREXIT,2016-02-25 12:41:08.202000+00:00,1,0.0,0.0,0.0,,,,,-1.0,90.0,90.0,80.0,80.0,100.0,100.0,100.0,100.0,85.0,1,bullard,0.9,"The headline starts with 'BULLARD:', indicating that Bullard is the primary speaker being quoted.",openai/gpt-4o-mini,0.1,
1743.0,1743.0,,O45CMUSYF01X,*YELLEN: UNEMPLOYMENT MOVES NOW HAVE MODEST EFFECT ON INFLATION,2016-03-16 19:25:42.594000+00:00,1,,0.0,,,,1.0,1.0,0.0,95.0,100.0,75.0,100.0,100.0,100.0,80.0,85.0,70.0,1,yellen,0.95,"The speaker is clearly identified as 'YELLEN' in the headline, fitting the simple format where the lastname is presented directly followed by a colon.",openai/gpt-4o-mini,0.1,
1744.0,1744.0,19.0,O3J2CO6S9729,*KAPLAN SAYS U.S. FEB. PAYROLL REPORT WAS GOOD,2016-03-04 18:36:24.203000+00:00,1,,,,,,2.0,,1.0,90.0,100.0,60.0,80.0,70.0,100.0,95.0,80.0,85.0,1,kaplan,0.95,"The headline follows the 'Simple Format' where the speaker is directly mentioned as 'KAPLAN SAYS', indicating that Kaplan is the one speaking.",openai/gpt-4o-mini,0.1,
1745.0,1745.0,,O4ED5G6K5105,*LOCKHART SEES U.S. GROWTH OF 2%-2.5% THIS YEAR,2016-03-21 16:40:00.007000+00:00,1,,1.0,,,,,,0.0,95.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,70.0,1,lockhart,0.95,"The headline follows the 'Action Format' pattern where 'LOCKHART' is directly mentioned before the verb 'SEES', indicating that this is the speaker being quoted.",openai/gpt-4o-mini,0.1,
1746.0,1746.0,,O41BRGSYF01W,*FELS: FED'S YELLEN WILL NEED TO BE VERY BALANCED IN PRESS CONF,2016-03-14 15:16:28.587000+00:00,0,,,,,,,,,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,yellen,0.95,"The headline follows the FED Format pattern where it mentions 'FED'S YELLEN', clearly indicating that Yellen is the speaker being quoted.",openai/gpt-4o-mini,0.1,
1747.0,1747.0,727.0,O45B1JSYF01W,*YELLEN: WE AREN'T TRYING TO ENGINEER AN INFLATION OVERSHOOT,2016-03-16 18:51:19.651000+00:00,1,,,,,,,1.0,0.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,1,yellen,0.9,"The headline starts with 'YELLEN', indicating that she is the primary speaker. This follows the 'Simple Format' pattern where the speaker's lastname is mentioned first.",openai/gpt-4o-mini,0.1,
1748.0,1748.0,1513.0,O458O03T6SQT,*FED SAYS RANGE OF DATA SHOW MORE STRENGTH IN LABOR MARKET,2016-03-16 18:00:00.280000+00:00,1,,,,,,2.0,,1.0,,,,,,,,,,1,fed,1.0,"The speaker is identified as the Fed itself, which is confirmed by the phrase 'FED SAYS' in the headline.",openai/gpt-4o-mini,0.1,
1749.0,1749.0,1532.0,O45ALOSYF01Z,*YELLEN: CONSIDERABLE UNCERTAINTY AROUND NEUTRAL RATE OVER TIME,2016-03-16 18:41:48.946000+00:00,1,,,-1.0,,,,0.0,0.0,,,,,,,,,,1,yellen,0.95,"The speaker is identified as Yellen, which is a common speaker format where the person's name appears directly followed by a colon. This matches the pattern of 'TITLE FIRSTNAME LASTNAME SAYS...'. Yellen is a well-known figure associated with the Federal Reserve, so this identification is highly confident.",openai/gpt-4o-mini,0.1,
1750.0,1750.0,1781.0,O44UUK6KLVS6,*FED SAYS FOMC MEETING RESUMED IN WASHINGTON AT 9 A.M.,2016-03-16 13:01:32.985000+00:00,0,,,,,,,,,,,,,,,,,,1,fed,1.0,"The headline indicates that the speaker is the Federal Reserve itself, as it starts with 'FED SAYS', which matches the pattern for identifying the Fed as the speaker.",openai/gpt-4o-mini,0.1,
1751.0,1751.0,82.0,O45B8S6JTSES,*YELLEN: FED DOESN'T WANT TO GET BEHIND THE CURVE,2016-03-16 18:55:40.568000+00:00,1,,0.0,,,,,0.0,1.0,85.0,100.0,60.0,70.0,100.0,100.0,100.0,70.0,75.0,1,yellen,1.0,"The speaker identified in the headline is Yellen, which follows the 'Simple Format' where the person's name is directly stated before a colon. Therefore, the lastname 'Yellen' is extracted.",openai/gpt-4o-mini,0.1,
1752.0,1752.0,235.0,O45BVNSYF01W,*YELLEN: HOUSEHOLD BALANCE SHEETS ARE MUCH IMPROVED,2016-03-16 19:09:23.423000+00:00,1,,1.0,,2.0,,,,0.0,90.0,100.0,75.0,100.0,85.0,100.0,100.0,100.0,70.0,1,yellen,1.0,"The speaker is identified as 'YELLEN', following the pattern of a simple format where the lastname is directly mentioned before a colon.",openai/gpt-4o-mini,0.1,
1753.0,1753.0,62.0,O45BC1SYF01Y,"*YELLEN: CANADA, MEXICO FEELING IMPACT OF LOWER OIL ON GROWTH",2016-03-16 18:57:37.445000+00:00,1,-1.0,,,,,,,-1.0,90.0,90.0,95.0,95.0,95.0,95.0,95.0,95.0,85.0,1,yellen,0.95,"The headline starts with 'YELLEN', indicating that she is the primary speaker being quoted. This follows the Simple Format pattern where the lastname appears at the beginning of the statement.",openai/gpt-4o-mini,0.1,
1754.0,1754.0,,O4ED5G6K5103,*LOCKHART SAYS `PATIENT APPROACH MADE SENSE' AT MARCH FOMC,2016-03-21 16:40:00.005000+00:00,1,,,,,,,,0.0,95.0,90.0,80.0,80.0,80.0,80.0,80.0,80.0,85.0,1,lockhart,0.95,"The headline directly quotes LOCKHART, which fits the 'Simple Format' as it states '[LASTNAME] SAYS...'. There is a clear indication that LOCKHART is the speaker.",openai/gpt-4o-mini,0.1,
1755.0,1755.0,,O4T7EX6KLVRX,*GOLD RISES 1.3% AFTER FED'S YELLEN CITES `CAUTION' ON RATE RISE,2016-03-29 16:35:21.489000+00:00,1,,,,,,,,1.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,1,yellen,0.95,The speaker is identified as 'YELLEN' in the format 'FED'S [LASTNAME] CITES...' which fits the common pattern for quoting a Federal Reserve official.,openai/gpt-4o-mini,0.1,
1756.0,1756.0,36.0,O4926G6TTDS3,"*FED'S BULLARD: EMPLOYMENT, EX-OIL INFLATION LOOK `GOOD'",2016-03-18 19:30:16.420000+00:00,1,,1.0,,,,2.0,1.0,0.0,95.0,100.0,80.0,100.0,100.0,100.0,90.0,85.0,90.0,1,bullard,0.95,"The headline follows the FED format, specifically 'FED'S [LASTNAME]', which clearly identifies 'BULLARD' as the speaker.",openai/gpt-4o-mini,0.1,
1757.0,1757.0,133.0,O4EI046K511T,*LOCKHART SAYS FED SETTING POLICY IN AN ENVIRONMENT OF AMBIGUITY,2016-03-21 18:05:00.002000+00:00,0,,,,,,,,,80.0,100.0,70.0,70.0,100.0,100.0,100.0,100.0,75.0,1,lockhart,0.95,"The speaker is identified as 'LOCKHART' in the headline, which matches the common pattern of 'LASTNAME SAYS...'. Therefore, the lastname 'lockhart' is extracted.",openai/gpt-4o-mini,0.1,
1758.0,1758.0,,O4E96Z6S972H,"*GOLDMAN SACHS TO TAKE ON $17 BLN OF GE BANK ASSETS, FED SAYS",2016-03-21 15:00:00.008000+00:00,0,,,,,,,,,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,fed,1.0,"The speaker in the headline is the Federal Reserve itself, indicated by 'FED SAYS'. This fits the criteria for when the Fed is the speaker.",openai/gpt-4o-mini,0.1,
1759.0,1759.0,,O4I9DQ6JTSEE,"*YELLEN WRITES TO 2,300 FIRMS ASKING THEM TO TAKE PART IN SURVEY",2016-03-23 19:00:00.003000+00:00,0,,,,,,,,,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,yellen,0.95,"The speaker identified in the headline is Yellen, as the headline begins with 'YELLEN WRITES', indicating her as the primary speaker.",openai/gpt-4o-mini,0.1,
1760.0,1760.0,,O4JQLK6K50YS,"*FED ISSUES YELLEN LETTER TO BE SENT TO 13,000 U.S. HOUSEHOLDS",2016-03-24 14:00:00.012000+00:00,0,,,,,,,,,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,yellen,0.9,"The headline indicates that the Federal Reserve issued a letter associated with Yellen, implying she is the primary speaker or figure referenced in this context. This aligns with the patterns indicating that a prominent individual from the Federal Reserve is being quoted or mentioned.",openai/gpt-4o-mini,0.1,
1761.0,1761.0,332.0,O4GF4X6K50YG,*EVANS SEES MORE EXAMPLES FOR DOWNSIDE RISKS THAN UPSIDE RISKS,2016-03-22 18:55:00.003000+00:00,1,,-1.0,-1.0,,,,,-1.0,85.0,100.0,80.0,70.0,100.0,100.0,100.0,100.0,75.0,1,evans,0.95,"The speaker 'EVANS' is clearly identified at the beginning of the headline, fitting the Simple Format pattern. The absence of any additional context makes it straightforward to extract the lastname.",openai/gpt-4o-mini,0.1,
1762.0,1762.0,679.0,O4GF4X6K50YE,*EVANS SAYS NUMBER OF RATE HIKES CONDITIONAL ON ECONOMIC OUTLOOK,2016-03-22 18:55:00.002000+00:00,1,,0.0,,,,,,0.0,92.0,100.0,81.0,100.0,100.0,100.0,100.0,100.0,76.0,1,evans,0.95,"The headline begins with 'EVANS SAYS', which clearly identifies Evans as the speaker following the common pattern of '[LASTNAME] SAYS...'.",openai/gpt-4o-mini,0.1,
1763.0,1763.0,48.0,O4HT6A6JIJUQ,*BULLARD SAYS JOBLESS RATE MAY FALL BELOW NAIRU IN NEAR TERM,2016-03-23 12:54:10.097000+00:00,1,,,,,,2.0,-1.0,1.0,95.0,100.0,65.0,80.0,80.0,100.0,90.0,70.0,75.0,1,bullard,0.95,"The headline starts with 'BULLARD SAYS', which fits the common pattern of '[LASTNAME] SAYS...'. Therefore, the speaker's lastname is clearly identified as 'bullard'.",openai/gpt-4o-mini,0.1,
1764.0,1764.0,540.0,O4HT6A6JIJUS,*BULLARD SAYS HE CONSIDERED WITHDRAWING FROM DOT FORECASTING,2016-03-23 12:54:10.099000+00:00,0,,,,,,,,,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,bullard,0.95,"The headline follows the 'Simple Format' pattern, where the speaker is clearly identified as 'BULLARD'. I extracted the surname directly from the text.",openai/gpt-4o-mini,0.1,
1767.0,1767.0,180.0,O4JKM46JTSEF,*BULLARD: DOWNGRADES IN FED MARCH FORECAST `RELATIVELY MINOR',2016-03-24 12:14:30.954000+00:00,1,,-1.0,,,,,,0.0,85.0,100.0,75.0,90.0,100.0,100.0,100.0,100.0,70.0,1,bullard,0.95,"The headline begins with 'BULLARD', which indicates that he is the primary speaker being quoted. This follows the 'Simple Format' pattern where the speaker's lastname is directly mentioned before the verb.",openai/gpt-4o-mini,0.1,
1769.0,1769.0,,O4HTR16TTDSN,*BULLARD SAYS ALL FOMC MEETINGS SHOULD HAVE PRESS CONFERENCES,2016-03-23 13:06:37.669000+00:00,0,,,,,,,,,,,,,,,,,,1,bullard,1.0,The headline follows the 'Simple Format' where the speaker is identified directly by the last name 'BULLARD' followed by 'SAYS'. This clearly indicates that Bullard is the speaker.,openai/gpt-4o-mini,0.1,
1770.0,1770.0,582.0,O4T63E6JIJUV,*YELLEN: MUCH UNCERTAINTY OVER SMOOTHNESS OF CHINA TRANSITION,2016-03-29 16:20:00.014000+00:00,1,-1.0,-1.0,-1.0,,,,,0.0,95.0,95.0,85.0,80.0,100.0,100.0,100.0,100.0,90.0,1,yellen,0.95,"The headline starts with 'YELLEN', indicating that she is the speaker being quoted. This follows the 'Simple Format' pattern where the speaker's last name is presented directly.",openai/gpt-4o-mini,0.1,
1771.0,1771.0,962.0,O4TBQ46S9733,"*KAPLAN SAYS MAKING PROGRESS ON BOTH INFLATION, UNEMPLOYMENT",2016-03-29 18:10:00.005000+00:00,1,,,,,,1.0,-1.0,0.0,95.0,100.0,90.0,90.0,90.0,100.0,90.0,85.0,85.0,1,kaplan,0.95,"The headline follows the 'Simple Format' where 'KAPLAN' is clearly identified as the speaker, stating their opinion directly.",openai/gpt-4o-mini,0.1,
1772.0,1772.0,1139.0,O4T8ODSYF01W,"*YELLEN: INFLATION, WHILE LOW, APPEARS TO BE MOVING UP",2016-03-29 17:02:37.438000+00:00,1,,,,,,,-1.0,1.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,1,yellen,0.95,"The headline starts with 'YELLEN', indicating that she is the speaker. This follows the Simple Format pattern where the lastname is directly mentioned at the beginning.",openai/gpt-4o-mini,0.1,
1774.0,1774.0,185.0,O4XB776JIJUP,*DUDLEY: THERE'S OTHER TOOLS FED COULD USE BEFORE NEGATIVE RATES,2016-03-31 21:47:31.626000+00:00,1,,,,,,,,0.0,85.0,100.0,75.0,80.0,100.0,100.0,100.0,100.0,75.0,1,dudley,0.95,"The headline starts with 'DUDLEY', indicating that he is the speaker. This follows the 'Simple Format' pattern where the speaker's lastname is stated directly at the beginning.",openai/gpt-4o-mini,0.1,
1776.0,1776.0,468.0,O587W16JIJVB,*BULLARD SAYS HE DOESN'T WANT TO PREDICT WHAT FOMC WILL DECIDE,2016-04-06 19:09:37.904000+00:00,0,,,,,,,,,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,bullard,0.95,The headline follows the Simple Format where the speaker is directly quoted as 'BULLARD SAYS...'. I identified 'BULLARD' as the speaker and extracted the lastname in lowercase.,openai/gpt-4o-mini,0.1,
1777.0,1777.0,1119.0,O588LB6K50YZ,*BULLARD SAYS `ALL MEETINGS ARE LIVE MEETINGS' FOR POLICY MOVE,2016-04-06 19:24:47.982000+00:00,1,,,,,,,,0.0,90.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0,65.0,1,bullard,0.95,"The speaker is identified as 'BULLARD' in the headline, which follows the 'Simple Format' pattern '[LASTNAME] SAYS...'. Therefore, the lastname extracted is 'bullard'.",openai/gpt-4o-mini,0.1,
1778.0,1778.0,1769.0,O587T06JIJUO,*BULLARD: APRIL JOBS DATA ANOTHER IN STRING OF GOOD REPORTS,2016-04-06 19:07:48.034000+00:00,1,,,,,,2.0,,1.0,,,,,,,,,,1,bullard,0.95,"The headline begins with 'BULLARD', indicating that this individual is the speaker, fitting the 'Simple Format' pattern.",openai/gpt-4o-mini,0.1,
1779.0,1779.0,49.0,O5AB6V6JTSEM,*YELLEN SAYS CONSUMER SPENDING HAS OFFSET DOLLAR DRAG ON EXPORTS,2016-04-07 22:16:07.916000+00:00,1,-1.0,1.0,,1.0,,,,0.0,92.0,87.0,76.0,100.0,90.0,100.0,100.0,100.0,72.0,1,yellen,1.0,"The headline starts with 'YELLEN SAYS', which directly indicates that Yellen is the speaker. This follows the 'Simple Format' pattern.",openai/gpt-4o-mini,0.1,
1780.0,1780.0,23.0,O5AB4W6JTSFE,*YELLEN SAYS FED DOESN'T HAVE GOAL FOR DOLLAR,2016-04-07 22:14:56.916000+00:00,0,,,,,,,,,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,yellen,0.95,"I identified the speaker as Yellen based on the pattern 'YELLEN SAYS', which directly indicates the speaker's name and action.",openai/gpt-4o-mini,0.1,
1781.0,1781.0,,O5ACRD6KLVU8,"*YELLEN SAYS WHEN U.S. IS DOING WELL, IT HELPS GLOBAL ECONOMY",2016-04-07 22:50:01.660000+00:00,1,1.0,,,,,,,0.0,80.0,70.0,70.0,90.0,90.0,90.0,90.0,90.0,60.0,1,yellen,1.0,"The headline clearly states 'YELLEN SAYS', which fits the Simple Format pattern where the speaker's lastname is provided directly before the verb 'SAYS'.",openai/gpt-4o-mini,0.1,
1782.0,1782.0,,O5AEY96S972M,*GEORGE SAYS MEASURES OF INFLATION SEEM TO REFLECT STABLE PRICES,2016-04-08 00:15:00.007000+00:00,1,,,,,,,1.0,0.0,90.0,100.0,80.0,80.0,80.0,80.0,80.0,75.0,70.0,1,george,0.9,"The speaker's lastname 'George' was identified in the headline following the pattern of '[LASTNAME] SAYS...', which is a common format for quotes.",openai/gpt-4o-mini,0.1,
1783.0,1783.0,1073.0,O5BGAWSYF01W,*DUDLEY: I'D PREFER TO SEE MINIMUM WAGE INDEXED TO MEDIAN WAGE,2016-04-08 13:04:08.547000+00:00,0,,,,,,,,,85.0,100.0,100.0,100.0,100.0,100.0,80.0,70.0,75.0,1,dudley,0.95,The speaker is identified as Dudley from the headline. The pattern matches the 'Simple Format' where the speaker's lastname is directly mentioned before a colon.,openai/gpt-4o-mini,0.1,
1784.0,1784.0,1389.0,O5BDDK6VDKHX,"*DUDLEY: FED CAN USE FORWARD GUIDANCE, BALANCE SHEET IF NEEDED",2016-04-08 12:30:00.002000+00:00,1,,,,,,,,0.0,,,,,,,,,,1,dudley,0.95,"The headline directly quotes Dudley, using the format '*[LASTNAME]: ...', which identifies him as the speaker.",openai/gpt-4o-mini,0.1,
1785.0,1785.0,1396.0,O5BGLTSYF01T,*DUDLEY: FED CONSIDERS DOLLAR STRENGTH IN SETTING POLICY RATE,2016-04-08 13:10:41.328000+00:00,1,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,1,dudley,0.95,The headline follows the 'Simple Format' where the speaker is identified directly by their lastname 'DUDLEY'.,openai/gpt-4o-mini,0.1,
1787.0,1787.0,46.0,O5BDGI6VDKHT,*DUDLEY SEES U.S. JOBLESS RATE FALLING TO AROUND 4.75% IN 2016,2016-04-08 12:30:00.010000+00:00,1,,,,,,2.0,,1.0,95.0,100.0,45.0,68.0,50.0,98.0,96.0,48.0,76.0,1,dudley,0.9,"The speaker is identified as Dudley, which matches the 'Action Format' where the structure is '[LASTNAME] SEES...'. This structure indicates that Dudley is making a statement about the U.S. jobless rate.",openai/gpt-4o-mini,0.1,
1788.0,1788.0,,O5AEY96S972L,*FED'S GEORGE SAYS ECONOMY IS NEAR FULL EMPLOYMENT,2016-04-08 00:15:00.005000+00:00,1,,1.0,,,,2.0,-1.0,1.0,95.0,100.0,80.0,100.0,100.0,100.0,90.0,70.0,75.0,1,george,0.95,"The headline follows the FED format, clearly indicating that 'GEORGE' is the speaker being quoted by stating '*FED'S GEORGE SAYS...'. Therefore, the lastname is 'george'.",openai/gpt-4o-mini,0.1,
1789.0,1789.0,,O5AEY96S972I,"*GEORGE: ECONOMIC FUNDAMENDALS, LABOR MARKET RELATIVELY STRONG",2016-04-08 00:15:00.006000+00:00,1,,1.0,,,,1.0,,1.0,90.0,100.0,85.0,100.0,100.0,100.0,85.0,100.0,80.0,1,george,0.9,"The speaker is identified as 'GEORGE' in the headline, which follows the pattern of 'SPEAKER: ...', indicating that George is the primary speaker being quoted.",openai/gpt-4o-mini,0.1,
1790.0,1790.0,,O5HKUZ6KLVRY,*WHITE HOUSE RELEASES STATEMENT ON OBAMA-YELLEN MEETING,2016-04-11 20:28:11.615000+00:00,0,,,,,,,,,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,yellen,0.9,"The headline mentions a meeting between Obama and Yellen, indicating that Yellen is a primary speaker being referenced in the context of the meeting.",openai/gpt-4o-mini,0.1,
1791.0,1791.0,,O5HD8A6K50XW,*OBAMA-YELLEN MEETING A CHANCE TO `TRADE NOTES': EARNEST,2016-04-11 17:43:22.814000+00:00,0,,,,,,,,,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,unknown,0.8,"The headline mentions 'Obama-Yellen', but does not directly quote or state what either individual says. Since there is no clear speaker or quote, I cannot definitively identify a speaker.",openai/gpt-4o-mini,0.1,
1792.0,1792.0,,O5Y7OW6KLVRJ,*FED RELEASES YELLEN STATEMENT ON U.S. CURRENCY REDESIGN PLANS,2016-04-20 20:02:56.278000+00:00,0,,,,,,,,,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,yellen,0.95,"The headline mentions 'YELLEN' directly, indicating she is the speaker related to the statement about U.S. currency redesign plans. This fits the Common Patterns as a Simple Format where '[LASTNAME] SAYS...'. The identification is straightforward due to the direct reference.",openai/gpt-4o-mini,0.1,
1793.0,1793.0,168.0,O5IS816S973H,*FED'S KAPLAN SAYS FED COULD MOVE IN NOT TOO DISTANT FUTURE,2016-04-12 12:04:49.897000+00:00,1,,,,,,,,0.0,90.0,100.0,80.0,70.0,80.0,100.0,100.0,100.0,85.0,1,kaplan,0.95,"The headline follows the 'FED Format' pattern, which indicates that the speaker is a Federal Reserve official. The structure '*FED'S [LASTNAME] SAYS...' clearly identifies 'KAPLAN' as the speaker.",openai/gpt-4o-mini,0.1,
1794.0,1794.0,115.0,O5L3C03T6SQU,*FED SAYS WAGES GAINED IN EVERY DISTRICT EXCEPT ATLANTA,2016-04-13 18:00:00.317000+00:00,1,,1.0,,1.0,,1.0,-1.0,1.0,90.0,100.0,70.0,100.0,75.0,100.0,85.0,65.0,75.0,1,fed,1.0,"The speaker in the headline is the Federal Reserve itself, as indicated by the phrase 'FED SAYS'. This matches the specific guideline for when the speaker is the Fed.",openai/gpt-4o-mini,0.1,
1795.0,1795.0,1235.0,O5MJXO6S972M,*LOCKHART: DON'T NEED INFLATION AT 2% BEFORE NEXT RATE HIKE,2016-04-14 12:56:12.263000+00:00,1,,,,,,,-1.0,2.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,90.0,1,lockhart,0.9,"The headline clearly states 'LOCKHART' at the beginning, indicating that this is the primary speaker. The pattern matches the Title Format.",openai/gpt-4o-mini,0.1,
1796.0,1796.0,,O5MJI06S972V,*LOCKHART SAYS FED HAS TO TAKE GLOBAL DEVELOPMENTS INTO ACCOUNT,2016-04-14 12:46:48.437000+00:00,1,0.0,,,,,,,0.0,90.0,90.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,1,lockhart,0.95,"The speaker identified is 'LOCKHART' from the headline, which follows the Simple Format pattern where the speaker's last name is stated directly before 'SAYS'.",openai/gpt-4o-mini,0.1,
1798.0,1798.0,91.0,O5OP856S972Q,*EVANS HAS ONLY MODEST RATE INCREASES PENCILED IN FOR THIS YEAR,2016-04-15 16:45:41.576000+00:00,1,,,,,,,,2.0,90.0,100.0,70.0,75.0,100.0,100.0,100.0,100.0,80.0,1,evans,0.9,"The headline mentions 'EVANS' directly, indicating it is referring to a specific speaker, which fits the Simple Format pattern.",openai/gpt-4o-mini,0.1,
1799.0,1799.0,829.0,O5USQA6KLVSB,*ROSENGREN: WE'RE STARTING TO SEE WAGES PICK UP IN SOME MARKETS,2016-04-18 23:46:58.711000+00:00,1,,,,1.0,,1.0,-1.0,1.0,90.0,100.0,90.0,100.0,80.0,100.0,90.0,75.0,85.0,1,rosengren,0.95,"The headline starts with 'ROSENGREN', indicating this is the speaker being quoted. This follows the Simple Format pattern where the lastname is stated directly.",openai/gpt-4o-mini,0.1,
1802.0,1802.0,450.0,O6D7P6SYF021,*KAPLAN: HEALTHY JOB GROWTH STILL POSSIBLE WITHOUT OVERHEATING,2016-04-29 10:30:00.005000+00:00,1,,1.0,,,,2.0,-1.0,0.0,90.0,100.0,80.0,100.0,100.0,100.0,90.0,75.0,85.0,1,kaplan,0.9,"The headline starts with 'KAPLAN', indicating he is the speaker, following the Simple Format pattern where '[LASTNAME] SAYS...'. Therefore, I extracted 'kaplan' as the lastname.",openai/gpt-4o-mini,0.1,
1803.0,1803.0,2023.0,O6IW1T6TTDS2,*DUDLEY ENDS QUESTION AND ANSWER SESSION IN FLORIDA,2016-05-02 00:01:05.631000+00:00,0,,,,,,,,,,,,,,,,,,1,dudley,0.95,"The headline mentions 'DUDLEY' as the speaker, which fits the Simple Format where the last name is provided directly without any qualifiers.",openai/gpt-4o-mini,0.1,
1804.0,1804.0,37.0,O6LOU06JIJVU,*FED'S LOCKHART SAYS JUNE HIKE IS 'A REAL OPTION',2016-05-03 12:18:00.741000+00:00,1,,,1.0,,,,,2.0,95.0,100.0,90.0,85.0,100.0,100.0,100.0,100.0,90.0,1,lockhart,1.0,The headline follows the 'FED Format' where it explicitly states 'FED'S LOCKHART SAYS...'. The lastname 'LOCKHART' is extracted directly from this format.,openai/gpt-4o-mini,0.1,
1805.0,1805.0,,O718AC6KLVRT,"*U.S. PLAINS FARMLAND VALUES FELL IN 1Q, KANSAS CITY FED SAYS",2016-05-12 14:00:00.002000+00:00,0,,,,,,,,,80.0,100.0,70.0,100.0,100.0,90.0,100.0,100.0,60.0,1,unknown,0.6,"The headline mentions 'KANSAS CITY FED SAYS' but does not specify an individual speaker's name. Therefore, I cannot identify a specific lastname.",openai/gpt-4o-mini,0.1,
1806.0,1806.0,,O6M24O6JIJWH,*RULE A `STEP FORWARD' IN MAKING FINANCIAL SYSTEM SAFER: TARULLO,2016-05-03 17:40:00.006000+00:00,0,,,1.0,,,,,,60.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0,65.0,1,tarullo,0.9,"The headline contains the name 'TARULLO' immediately followed by the phrase 'SAYS', indicating that he is the speaker being quoted. This follows the Simple Format pattern where '[LASTNAME] SAYS...' is used.",openai/gpt-4o-mini,0.1,
